libro,autor,editorial,anio_publicacion,num_paginas,formato,categoria,rating,popularidad_libro
Fundamentos de Biodiversidad y recursos geneticos,Esteban Aguilar,Springer,2013,250,Físico,Biodiversidad y recursos geneticos,3.07,4
Sistematizacion de Filosofía,Nicolas Sau,Oxford Press,2018,272,Digital,Filosofía,0.7,9
Sistematizacion de Ambiental,Alfons Gonzalez,Panamericana,2020,778,Digital,Ambiental,1.43,4
Pilares de la ingeniería Biodiversidad y recursos geneticos,Carlos Pérez,McGraw-Hill,2018,518,Físico,Biodiversidad y recursos geneticos,0.9,4
Aplicaciones modernas de Informática,Julia Herrera,Santillana,2016,450,Físico,Informática,3.51,2
Conocimientos de Ambiental,Julio Martin,Oxford Press,2017,595,Digital,Ambiental,1.01,10
Procesos de la ingeniería Educación,Patricia León,Oxford Press,2002,700,Físico,Educación,2.06,8
Principios de Ambiental,Daniel Martinez,Marcombo,2014,203,Digital,Ambiental,1.2,5
Sistematizacion de Hoteleria y turismo,María Torres,Pearson,2009,316,Físico,Hoteleria y turismo,3.5,1
Procesos de la ingeniería Biodiversidad y recursos geneticos,Andrea Gómez,McGraw-Hill,2002,616,Físico,Biodiversidad y recursos geneticos,2.43,6
Fundamentos de Arquitectura,Carlos Pérez,Cengage,2012,239,Digital,Arquitectura,0.02,6
Principios de Economía,Julio Martin,Alfaomega,2010,524,Digital,Economía,4.54,1
Principios de Derecho,Fernando Ortega,Panamericana,2015,416,Digital,Derecho,2.48,9
Procesos de la ingeniería Industrial,Carlos Pérez,Alfaomega,2017,297,Digital,Industrial,1.82,8
Sistematizacion de Artes,Nuria Alvarez,Marcombo,2020,567,Digital,Artes,4.37,8
Sistematizacion de Filosofía,Jose Rafael,Marcombo,2002,395,Físico,Filosofía,0.54,7
Principios de Derecho,Daniel Martinez,Panamericana,2014,174,Digital,Derecho,1.56,1
El gran libro de Handbook de Filosofía,Carlos Javier,Pearson,2019,318,Físico,Filosofía,3.72,3
Sistematizacion de Artes,Esteban Aguilar,Alfaomega,2014,451,Físico,Artes,2.19,7
Conocimientos de Hoteleria y turismo,Carlos Pérez,Santillana,2003,257,Digital,Hoteleria y turismo,2.1,4
Aplicaciones modernas de Biodiversidad y recursos geneticos,Kenneth E. Kendall,Cengage,2011,161,Digital,Biodiversidad y recursos geneticos,0.12,4
Principios de Artes,Daniel Martinez,Marcombo,2013,422,Físico,Artes,4.02,5
Conocimientos de Derecho,Andrea Gómez,McGraw-Hill,2020,268,Digital,Derecho,0.88,1
Conocimientos de Informática,María Torres,Marcombo,2003,128,Físico,Informática,4.81,9
Aplicaciones modernas de Ambiental,Verónica Salazar,Panamericana,2006,392,Digital,Ambiental,3.53,1
Aplicaciones modernas de Ambiental,Sergio Gomez,Santillana,2013,513,Digital,Ambiental,3.03,8
Sistematizacion de Mecanica,Julia Herrera,Marcombo,2016,653,Físico,Mecanica,4.68,1
Fundamentos de Mecanica,Kenneth E. Kendall,Springer,2019,691,Digital,Mecanica,1.23,5
Aplicaciones modernas de Civil,Fernando Ortega,Cengage,2011,574,Digital,Civil,3.75,3
El gran libro de Handbook de Industrial,Sergio Gomez,Pearson,2009,513,Digital,Industrial,1.16,5
Fundamentos de Mecanica,Sergio Gomez,Alfaomega,2022,484,Digital,Mecanica,2.59,7
Pilares de la ingeniería Robotica,Jose Munoz,Cengage,2019,248,Físico,Robotica,0.18,4
Aplicaciones modernas de Filosofía,Carlos Javier,Reverté,2006,481,Digital,Filosofía,2.77,3
Conocimientos de Mecanica,Fernando Jimenez,Panamericana,2004,512,Físico,Mecanica,0.82,6
El gran libro de Handbook de Mecanica,Jose Rafael,Springer,2010,315,Digital,Mecanica,3.19,8
El gran libro de Handbook de Civil,María Torres,Oxford Press,2010,254,Físico,Civil,0.92,1
Conocimientos de Biodiversidad y recursos geneticos,Patricia León,Oxford Press,2000,723,Físico,Biodiversidad y recursos geneticos,3.94,4
Fundamentos de Ciencias de la salud,Julia Herrera,Reverté,2016,139,Físico,Ciencias de la salud,4.36,8
Conocimientos de Mecanica,Luis Martínez,Oxford Press,2006,166,Físico,Mecanica,0.85,7
Calidad en el desarrollo de Ambiental,Julio Martin,McGraw-Hill,2017,331,Digital,Ambiental,4.17,2
Calidad en el desarrollo de Filosofía,Daniel Martinez,Reverté,2002,712,Digital,Filosofía,1.86,9
Principios de Robotica,Verónica Salazar,Pearson,2004,740,Digital,Robotica,1.0,10
Conocimientos de Educación,Carlos Pérez,Reverté,2021,599,Físico,Educación,4.52,2
Sistematizacion de Educación,Sebastian Raschka,Reverté,2008,548,Físico,Educación,3.69,5
Aplicaciones modernas de Ciencias de la salud,Sebastian Raschka,Reverté,2001,414,Físico,Ciencias de la salud,3.74,4
Pilares de la ingeniería Filosofía,Alfons Gonzalez,Reverté,2009,424,Físico,Filosofía,1.68,4
El gran libro de Handbook de Informática,Guillermo Pantaleon,Cambridge Press,2004,384,Físico,Informática,1.63,2
El gran libro de Handbook de Hoteleria y turismo,Fernando Ortega,Cambridge Press,2005,384,Físico,Hoteleria y turismo,2.93,2
Fundamentos de Robotica,Agustin Reboredo,Springer,2005,392,Digital,Robotica,4.11,1
Conocimientos de Ciencias de la salud,Alfons Gonzalez,Marcombo,2020,258,Digital,Ciencias de la salud,4.88,4
Sistematizacion de Informática,Daniel Martinez,Pearson,2006,578,Físico,Informática,4.7,8
Sistematizacion de Mecanica,Alfons Gonzalez,Cengage,2020,199,Digital,Mecanica,4.0,3
Calidad en el desarrollo de Artes,Sebastian Raschka,Santillana,2002,591,Digital,Artes,2.35,8
Sistematizacion de Filosofía,Daniela Lopez,Alfaomega,2002,795,Físico,Filosofía,1.46,1
Sistematizacion de Ambiental,Julia Herrera,Reverté,2007,730,Físico,Ambiental,4.03,9
Procesos de la ingeniería Economía,Luis Martínez,Panamericana,2009,256,Físico,Economía,3.36,3
Procesos de la ingeniería Filosofía,María Torres,Reverté,2015,250,Físico,Filosofía,4.13,3
Principios de Filosofía,Julia Herrera,McGraw-Hill,2022,601,Físico,Filosofía,1.34,5
Pilares de la ingeniería Civil,Ricardo Gualán,Panamericana,2003,780,Digital,Civil,0.86,1
Sistematizacion de Derecho,Alfons Gonzalez,Cengage,2016,231,Físico,Derecho,4.99,4
Procesos de la ingeniería Informática,Luis Martínez,Cambridge Press,2002,307,Físico,Informática,0.95,9
Sistematizacion de Educación,Alfons Gonzalez,Springer,2017,551,Físico,Educación,4.22,5
El gran libro de Handbook de Biodiversidad y recursos geneticos,Carlos Pérez,Cengage,2001,258,Físico,Biodiversidad y recursos geneticos,2.96,10
Aplicaciones modernas de Arquitectura,Sebastian Raschka,Panamericana,2005,728,Digital,Arquitectura,2.65,3
Aplicaciones modernas de Filosofía,Daniela Lopez,Cambridge Press,2004,485,Digital,Filosofía,4.81,9
Conocimientos de Hoteleria y turismo,Guillermo Pantaleon,Reverté,2020,317,Físico,Hoteleria y turismo,4.45,5
El gran libro de Handbook de Robotica,Daniela Lopez,Marcombo,2002,773,Físico,Robotica,2.25,4
Aplicaciones modernas de Industrial,Fernando Jimenez,Pearson,2015,516,Físico,Industrial,3.59,5
Calidad en el desarrollo de Informática,Guillermo Pantaleon,Springer,2015,421,Digital,Informática,4.87,7
Conocimientos de Civil,Jose Munoz,Reverté,2017,575,Digital,Civil,0.24,6
Pilares de la ingeniería Civil,Guillermo Pantaleon,Alfaomega,2022,387,Digital,Civil,0.3,7
Aplicaciones modernas de Robotica,Luis Martínez,Springer,2015,699,Digital,Robotica,4.16,7
Conocimientos de Robotica,Guillermo Pantaleon,McGraw-Hill,2006,528,Digital,Robotica,4.58,2
El gran libro de Handbook de Informática,Luis Martínez,Panamericana,2021,140,Digital,Informática,1.74,9
Pilares de la ingeniería Artes,Julia Herrera,Cambridge Press,2000,782,Digital,Artes,0.43,4
Pilares de la ingeniería Artes,Kenneth E. Kendall,Reverté,2001,497,Digital,Artes,0.28,8
Conocimientos de Ambiental,Verónica Salazar,Cengage,2021,222,Físico,Ambiental,4.08,9
Procesos de la ingeniería Artes,Julio Martin,Panamericana,2012,595,Digital,Artes,1.6,3
Pilares de la ingeniería Educación,Kenneth E. Kendall,Santillana,2001,452,Físico,Educación,4.35,8
Sistematizacion de Derecho,Jose Rafael,Cengage,2004,316,Físico,Derecho,4.88,1
Aplicaciones modernas de Informática,Kenneth E. Kendall,Springer,2004,506,Físico,Informática,3.02,6
Pilares de la ingeniería Biodiversidad y recursos geneticos,Esteban Aguilar,Pearson,2011,373,Físico,Biodiversidad y recursos geneticos,3.93,8
Pilares de la ingeniería Artes,Sebastian Raschka,Cengage,2013,576,Digital,Artes,2.22,1
Fundamentos de Industrial,Verónica Salazar,Cengage,2007,545,Digital,Industrial,2.37,9
Sistematizacion de Artes,Julia Herrera,Panamericana,2006,330,Físico,Artes,1.31,10
El gran libro de Handbook de Hoteleria y turismo,Nuria Alvarez,Marcombo,2019,204,Digital,Hoteleria y turismo,2.24,9
Principios de Ciencias de la salud,Daniela Lopez,Alfaomega,2016,583,Físico,Ciencias de la salud,2.63,7
Conocimientos de Biodiversidad y recursos geneticos,Patricia León,Panamericana,2008,437,Físico,Biodiversidad y recursos geneticos,3.42,10
Pilares de la ingeniería Arquitectura,Agustin Reboredo,Marcombo,2008,756,Físico,Arquitectura,0.33,5
Fundamentos de Informática,Fernando Jimenez,Santillana,2008,311,Físico,Informática,2.77,6
Conocimientos de Biodiversidad y recursos geneticos,Paul Clements,Santillana,2020,448,Físico,Biodiversidad y recursos geneticos,4.88,7
Sistematizacion de Industrial,Agustin Reboredo,Alfaomega,2000,362,Digital,Industrial,4.29,8
Principios de Civil,Carlos Javier,Reverté,2004,280,Físico,Civil,0.73,6
Calidad en el desarrollo de Economía,Agustin Reboredo,Pearson,2009,524,Físico,Economía,3.9,8
Fundamentos de Artes,Paul Clements,Panamericana,2018,445,Digital,Artes,4.37,3
Pilares de la ingeniería Industrial,Julio Martin,Santillana,2000,513,Físico,Industrial,4.76,2
Pilares de la ingeniería Civil,Julio Martin,Marcombo,2005,303,Digital,Civil,1.45,5
Conocimientos de Hoteleria y turismo,Julia Herrera,Cengage,2008,230,Digital,Hoteleria y turismo,0.59,7
El gran libro de Handbook de Robotica,Kenneth E. Kendall,Panamericana,2008,396,Digital,Robotica,0.58,4
Procesos de la ingeniería Ciencias de la salud,Sebastian Raschka,Alfaomega,2016,500,Digital,Ciencias de la salud,0.63,7
Conocimientos de Ambiental,Luis Martínez,Oxford Press,2010,494,Físico,Ambiental,0.99,4
Conocimientos de Industrial,Kenneth E. Kendall,Panamericana,2020,221,Digital,Industrial,3.72,8
Principios de Ciencias de la salud,Fernando Jimenez,Cambridge Press,2019,792,Digital,Ciencias de la salud,0.74,8
Calidad en el desarrollo de Educación,Ricardo Gualán,Cengage,2013,409,Físico,Educación,0.02,7
El gran libro de Handbook de Educación,Agustin Reboredo,McGraw-Hill,2011,321,Físico,Educación,0.37,4
Sistematizacion de Educación,Jose Munoz,McGraw-Hill,2014,368,Digital,Educación,0.31,6
Procesos de la ingeniería Robotica,Julio Martin,Pearson,2014,646,Físico,Robotica,1.87,5
Sistematizacion de Educación,Jose Rafael,Springer,2002,569,Físico,Educación,2.41,2
Pilares de la ingeniería Arquitectura,María Torres,Cengage,2012,581,Físico,Arquitectura,2.54,8
Principios de Robotica,Luis Martínez,Santillana,2006,772,Digital,Robotica,4.34,7
Fundamentos de Robotica,Fernando Ortega,Alfaomega,2009,311,Físico,Robotica,4.53,9
Principios de Biodiversidad y recursos geneticos,Nicolas Sau,Cambridge Press,2005,357,Físico,Biodiversidad y recursos geneticos,2.41,1
Calidad en el desarrollo de Mecanica,Alfons Gonzalez,Santillana,2019,621,Digital,Mecanica,3.75,6
Calidad en el desarrollo de Filosofía,Paul Clements,Alfaomega,2012,604,Físico,Filosofía,2.27,1
Pilares de la ingeniería Robotica,Nicolas Sau,Panamericana,2017,739,Digital,Robotica,4.05,8
Fundamentos de Artes,Patricia León,Marcombo,2004,637,Digital,Artes,3.68,6
Procesos de la ingeniería Mecanica,Julio Martin,Reverté,2013,699,Digital,Mecanica,1.62,10
Calidad en el desarrollo de Artes,Luis Martínez,Pearson,2008,331,Físico,Artes,2.52,5
Conocimientos de Ambiental,Daniela Lopez,Marcombo,2015,195,Digital,Ambiental,2.94,4
El gran libro de Handbook de Educación,Julio Martin,Cengage,2018,152,Digital,Educación,0.78,8
Aplicaciones modernas de Filosofía,Guillermo Pantaleon,Pearson,2001,503,Físico,Filosofía,0.29,5
Fundamentos de Artes,Guillermo Pantaleon,Santillana,2019,189,Físico,Artes,0.72,4
Procesos de la ingeniería Hoteleria y turismo,Guillermo Pantaleon,Cengage,2009,327,Digital,Hoteleria y turismo,2.3,5
El gran libro de Handbook de Artes,Daniela Lopez,Cengage,2018,282,Digital,Artes,3.94,2
Calidad en el desarrollo de Ciencias de la salud,Verónica Salazar,Reverté,2004,759,Digital,Ciencias de la salud,2.09,7
El gran libro de Handbook de Ambiental,Jose Rafael,Springer,2003,564,Digital,Ambiental,4.73,1
Sistematizacion de Industrial,Carlos Javier,Pearson,2007,348,Digital,Industrial,3.56,7
El gran libro de Handbook de Economía,Luis Martínez,Alfaomega,2013,128,Físico,Economía,3.97,6
Conocimientos de Artes,Agustin Reboredo,Oxford Press,2022,204,Físico,Artes,0.98,4
Calidad en el desarrollo de Educación,Fernando Ortega,McGraw-Hill,2014,611,Digital,Educación,4.11,3
Sistematizacion de Mecanica,Jose Munoz,Cengage,2011,680,Digital,Mecanica,3.14,7
Pilares de la ingeniería Mecanica,Daniel Martinez,Panamericana,2003,794,Físico,Mecanica,0.4,7
Principios de Derecho,María Torres,Reverté,2015,167,Digital,Derecho,0.51,5
Fundamentos de Artes,Nuria Alvarez,Oxford Press,2021,144,Digital,Artes,1.58,8
Pilares de la ingeniería Derecho,Carlos Pérez,Marcombo,2013,447,Físico,Derecho,4.58,6
Sistematizacion de Filosofía,Esteban Aguilar,Panamericana,2009,182,Físico,Filosofía,4.69,7
Fundamentos de Robotica,Kenneth E. Kendall,Reverté,2015,145,Digital,Robotica,4.27,5
Calidad en el desarrollo de Filosofía,Nuria Alvarez,McGraw-Hill,2016,302,Digital,Filosofía,3.31,6
Principios de Biodiversidad y recursos geneticos,Esteban Aguilar,Reverté,2010,741,Digital,Biodiversidad y recursos geneticos,1.8,3
Aplicaciones modernas de Arquitectura,Guillermo Pantaleon,Pearson,2003,778,Digital,Arquitectura,1.53,10
Conocimientos de Artes,Daniel Martinez,Panamericana,2010,489,Digital,Artes,1.99,3
Aplicaciones modernas de Informática,Carlos Javier,Reverté,2006,534,Físico,Informática,1.14,6
Aplicaciones modernas de Ambiental,María Torres,Alfaomega,2008,691,Físico,Ambiental,0.48,10
Sistematizacion de Economía,Nicolas Sau,Pearson,2022,170,Físico,Economía,4.57,1
Procesos de la ingeniería Educación,Carlos Pérez,Marcombo,2016,672,Digital,Educación,1.17,4
Sistematizacion de Educación,Agustin Reboredo,Pearson,2011,284,Digital,Educación,1.72,5
Pilares de la ingeniería Arquitectura,Daniela Lopez,Pearson,2006,365,Digital,Arquitectura,0.37,9
Procesos de la ingeniería Mecanica,María Torres,Santillana,2007,735,Físico,Mecanica,4.88,8
Principios de Arquitectura,Alfons Gonzalez,McGraw-Hill,2016,136,Físico,Arquitectura,2.25,4
Principios de Mecanica,Nuria Alvarez,Alfaomega,2005,147,Físico,Mecanica,1.69,8
Aplicaciones modernas de Mecanica,Verónica Salazar,Reverté,2019,301,Físico,Mecanica,0.86,4
El gran libro de Handbook de Industrial,Ricardo Gualán,McGraw-Hill,2021,705,Digital,Industrial,2.84,6
Sistematizacion de Robotica,Andrea Gómez,Cambridge Press,2016,546,Digital,Robotica,3.38,2
El gran libro de Handbook de Industrial,Kenneth E. Kendall,Alfaomega,2009,589,Físico,Industrial,0.36,5
Calidad en el desarrollo de Civil,Paul Clements,McGraw-Hill,2008,568,Digital,Civil,0.06,5
Conocimientos de Arquitectura,Agustin Reboredo,Pearson,2001,295,Físico,Arquitectura,4.55,10
Pilares de la ingeniería Artes,Daniel Martinez,Marcombo,2007,418,Físico,Artes,3.04,1
Pilares de la ingeniería Filosofía,Alfons Gonzalez,Cengage,2020,676,Físico,Filosofía,3.98,6
Pilares de la ingeniería Economía,Guillermo Pantaleon,Cengage,2000,121,Digital,Economía,2.13,7
Aplicaciones modernas de Ambiental,Carlos Javier,McGraw-Hill,2008,496,Físico,Ambiental,0.13,5
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Paul Clements,Marcombo,2010,232,Digital,Biodiversidad y recursos geneticos,2.05,10
Principios de Filosofía,Julio Martin,Marcombo,2016,699,Digital,Filosofía,4.52,4
Principios de Filosofía,Carlos Javier,Springer,2003,417,Físico,Filosofía,2.67,5
Sistematizacion de Industrial,Daniel Martinez,Santillana,2017,317,Físico,Industrial,1.99,9
Principios de Hoteleria y turismo,Andrea Gómez,McGraw-Hill,2017,323,Digital,Hoteleria y turismo,3.61,4
Sistematizacion de Biodiversidad y recursos geneticos,Nicolas Sau,Reverté,2015,603,Digital,Biodiversidad y recursos geneticos,1.83,9
Sistematizacion de Arquitectura,Julio Martin,Oxford Press,2009,588,Digital,Arquitectura,2.86,5
Pilares de la ingeniería Ciencias de la salud,Fernando Ortega,Oxford Press,2000,736,Digital,Ciencias de la salud,4.17,3
Pilares de la ingeniería Arquitectura,Fernando Ortega,Cengage,2020,430,Físico,Arquitectura,4.2,3
El gran libro de Handbook de Biodiversidad y recursos geneticos,Verónica Salazar,Alfaomega,2013,379,Digital,Biodiversidad y recursos geneticos,4.35,7
Principios de Hoteleria y turismo,Nuria Alvarez,Santillana,2004,132,Digital,Hoteleria y turismo,4.14,4
El gran libro de Handbook de Civil,Patricia León,Springer,2007,162,Físico,Civil,3.86,10
Fundamentos de Ciencias de la salud,Guillermo Pantaleon,Alfaomega,2011,725,Físico,Ciencias de la salud,2.82,7
Procesos de la ingeniería Biodiversidad y recursos geneticos,Carlos Pérez,Alfaomega,2019,403,Digital,Biodiversidad y recursos geneticos,0.23,10
Pilares de la ingeniería Mecanica,Daniela Lopez,Alfaomega,2001,370,Digital,Mecanica,3.47,9
Conocimientos de Arquitectura,Esteban Aguilar,Cambridge Press,2017,215,Digital,Arquitectura,4.07,8
Calidad en el desarrollo de Hoteleria y turismo,Guillermo Pantaleon,Pearson,2008,182,Digital,Hoteleria y turismo,2.58,3
El gran libro de Handbook de Derecho,Carlos Pérez,Cengage,2003,360,Físico,Derecho,0.5,5
Fundamentos de Educación,Daniela Lopez,Panamericana,2000,469,Digital,Educación,4.75,1
Conocimientos de Ciencias de la salud,Fernando Jimenez,McGraw-Hill,2012,729,Físico,Ciencias de la salud,4.93,10
Conocimientos de Mecanica,Ricardo Gualán,Pearson,2021,234,Físico,Mecanica,2.12,1
Conocimientos de Industrial,Julia Herrera,Santillana,2013,752,Físico,Industrial,0.57,10
Calidad en el desarrollo de Mecanica,Sergio Gomez,Oxford Press,2017,547,Físico,Mecanica,4.67,10
El gran libro de Handbook de Derecho,Carlos Pérez,Springer,2018,303,Físico,Derecho,4.52,2
Principios de Hoteleria y turismo,Ricardo Gualán,Springer,2008,425,Digital,Hoteleria y turismo,4.66,8
Sistematizacion de Artes,Verónica Salazar,Marcombo,2000,731,Digital,Artes,3.13,8
Conocimientos de Hoteleria y turismo,Agustin Reboredo,Springer,2006,555,Digital,Hoteleria y turismo,2.76,8
Sistematizacion de Robotica,Daniela Lopez,Reverté,2013,556,Digital,Robotica,1.61,10
Fundamentos de Hoteleria y turismo,Julio Martin,Marcombo,2004,522,Digital,Hoteleria y turismo,4.93,10
Sistematizacion de Ciencias de la salud,Julio Martin,McGraw-Hill,2011,713,Físico,Ciencias de la salud,0.37,5
Fundamentos de Mecanica,Agustin Reboredo,Santillana,2009,174,Digital,Mecanica,4.72,1
Fundamentos de Industrial,Fernando Ortega,Reverté,2011,526,Físico,Industrial,1.28,1
Conocimientos de Derecho,Fernando Ortega,Marcombo,2018,260,Físico,Derecho,3.11,4
Sistematizacion de Ciencias de la salud,Luis Martínez,Springer,2017,532,Digital,Ciencias de la salud,4.6,10
Pilares de la ingeniería Economía,Sebastian Raschka,Panamericana,2017,559,Físico,Economía,3.48,2
Aplicaciones modernas de Artes,Paul Clements,Marcombo,2018,491,Físico,Artes,4.81,1
Procesos de la ingeniería Civil,Nicolas Sau,Alfaomega,2016,640,Digital,Civil,0.82,7
Principios de Derecho,Guillermo Pantaleon,Santillana,2022,625,Digital,Derecho,3.57,4
Conocimientos de Economía,Jose Munoz,Cambridge Press,2003,279,Físico,Economía,3.05,2
Fundamentos de Arquitectura,Julio Martin,Santillana,2022,405,Digital,Arquitectura,0.3,7
Calidad en el desarrollo de Ciencias de la salud,Verónica Salazar,McGraw-Hill,2008,552,Digital,Ciencias de la salud,1.19,3
Conocimientos de Hoteleria y turismo,Patricia León,Springer,2006,204,Físico,Hoteleria y turismo,3.77,1
Calidad en el desarrollo de Industrial,Sergio Gomez,Springer,2017,593,Digital,Industrial,1.05,6
Pilares de la ingeniería Robotica,Andrea Gómez,Santillana,2016,221,Digital,Robotica,1.48,2
El gran libro de Handbook de Arquitectura,Julio Martin,Pearson,2019,239,Físico,Arquitectura,0.34,1
Fundamentos de Derecho,Carlos Pérez,Alfaomega,2002,625,Físico,Derecho,3.26,5
El gran libro de Handbook de Civil,Fernando Ortega,Panamericana,2020,437,Físico,Civil,1.47,10
Conocimientos de Economía,Jose Munoz,Oxford Press,2001,229,Físico,Economía,3.64,1
Conocimientos de Ciencias de la salud,Luis Martínez,Panamericana,2017,511,Digital,Ciencias de la salud,0.85,6
Procesos de la ingeniería Industrial,Patricia León,Pearson,2006,204,Físico,Industrial,4.07,6
Sistematizacion de Arquitectura,Fernando Jimenez,Marcombo,2017,487,Físico,Arquitectura,1.38,9
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Alfons Gonzalez,Santillana,2009,207,Físico,Biodiversidad y recursos geneticos,0.34,6
Procesos de la ingeniería Educación,Daniela Lopez,Reverté,2013,779,Digital,Educación,1.29,10
Principios de Industrial,Julio Martin,Springer,2019,650,Físico,Industrial,2.63,6
El gran libro de Handbook de Filosofía,Patricia León,Reverté,2014,472,Digital,Filosofía,2.65,4
Fundamentos de Industrial,Nicolas Sau,Cengage,2002,142,Digital,Industrial,0.82,5
Fundamentos de Educación,Sebastian Raschka,Alfaomega,2016,346,Digital,Educación,2.22,7
Procesos de la ingeniería Hoteleria y turismo,Patricia León,Oxford Press,2019,397,Físico,Hoteleria y turismo,4.43,10
Pilares de la ingeniería Informática,Sebastian Raschka,Reverté,2011,745,Físico,Informática,2.17,6
Principios de Educación,Sergio Gomez,McGraw-Hill,2004,663,Físico,Educación,1.78,9
Conocimientos de Hoteleria y turismo,Patricia León,Panamericana,2011,760,Digital,Hoteleria y turismo,0.08,6
Aplicaciones modernas de Artes,Kenneth E. Kendall,Santillana,2013,709,Físico,Artes,0.88,4
Sistematizacion de Filosofía,Sergio Gomez,Cambridge Press,2020,408,Físico,Filosofía,2.65,3
Conocimientos de Arquitectura,Guillermo Pantaleon,Cambridge Press,2008,375,Físico,Arquitectura,2.26,6
El gran libro de Handbook de Ciencias de la salud,Esteban Aguilar,Santillana,2009,637,Digital,Ciencias de la salud,0.56,5
Calidad en el desarrollo de Ambiental,Andrea Gómez,Springer,2008,269,Digital,Ambiental,1.09,3
Principios de Robotica,Carlos Javier,McGraw-Hill,2006,354,Digital,Robotica,1.24,8
Fundamentos de Ciencias de la salud,Carlos Pérez,Reverté,2017,175,Físico,Ciencias de la salud,1.78,10
Principios de Mecanica,Paul Clements,Springer,2015,293,Físico,Mecanica,4.02,10
El gran libro de Handbook de Hoteleria y turismo,Patricia León,Cengage,2017,299,Digital,Hoteleria y turismo,1.62,1
Conocimientos de Robotica,Andrea Gómez,Cambridge Press,2010,625,Digital,Robotica,2.07,3
Fundamentos de Economía,Kenneth E. Kendall,Alfaomega,2005,386,Digital,Economía,2.97,3
Principios de Artes,Agustin Reboredo,Springer,2019,753,Digital,Artes,1.94,9
Pilares de la ingeniería Artes,Fernando Jimenez,Reverté,2021,678,Físico,Artes,1.6,6
Sistematizacion de Industrial,Julia Herrera,Panamericana,2008,663,Digital,Industrial,0.54,3
Principios de Mecanica,Paul Clements,Panamericana,2003,343,Físico,Mecanica,3.22,7
Aplicaciones modernas de Civil,Sergio Gomez,McGraw-Hill,2012,526,Físico,Civil,0.1,5
Pilares de la ingeniería Filosofía,Daniela Lopez,Cengage,2001,419,Físico,Filosofía,2.76,1
Pilares de la ingeniería Arquitectura,Ricardo Gualán,Panamericana,2022,763,Digital,Arquitectura,1.45,1
Pilares de la ingeniería Ambiental,Fernando Jimenez,Reverté,2015,367,Físico,Ambiental,2.36,7
Sistematizacion de Educación,Paul Clements,Springer,2001,601,Físico,Educación,0.71,5
Conocimientos de Robotica,Alfons Gonzalez,Reverté,2002,778,Físico,Robotica,3.41,3
Conocimientos de Derecho,Nicolas Sau,Marcombo,2011,623,Físico,Derecho,2.29,10
Principios de Mecanica,María Torres,Pearson,2017,490,Físico,Mecanica,3.86,6
Calidad en el desarrollo de Ciencias de la salud,Fernando Jimenez,Panamericana,2014,468,Físico,Ciencias de la salud,4.58,7
Sistematizacion de Industrial,Sebastian Raschka,Oxford Press,2018,745,Digital,Industrial,1.6,1
Fundamentos de Ambiental,Sebastian Raschka,Santillana,2001,547,Físico,Ambiental,0.16,8
Sistematizacion de Economía,Jose Munoz,Oxford Press,2021,580,Digital,Economía,2.56,8
Procesos de la ingeniería Ambiental,Julia Herrera,Alfaomega,2002,743,Físico,Ambiental,1.27,1
Conocimientos de Informática,Verónica Salazar,Panamericana,2015,422,Físico,Informática,0.86,3
Fundamentos de Hoteleria y turismo,María Torres,Reverté,2000,457,Digital,Hoteleria y turismo,3.99,7
Procesos de la ingeniería Informática,Ricardo Gualán,Oxford Press,2002,791,Digital,Informática,4.95,4
Sistematizacion de Robotica,Alfons Gonzalez,Panamericana,2014,525,Digital,Robotica,2.37,8
Aplicaciones modernas de Civil,Jose Munoz,Marcombo,2007,788,Digital,Civil,2.91,5
Sistematizacion de Derecho,Kenneth E. Kendall,Pearson,2009,725,Físico,Derecho,3.3,7
El gran libro de Handbook de Hoteleria y turismo,Alfons Gonzalez,Reverté,2015,588,Físico,Hoteleria y turismo,3.37,1
Principios de Ambiental,Jose Munoz,Alfaomega,2004,120,Físico,Ambiental,4.16,8
Fundamentos de Derecho,Jose Munoz,Alfaomega,2019,205,Físico,Derecho,1.56,8
Conocimientos de Biodiversidad y recursos geneticos,Carlos Pérez,Springer,2001,627,Digital,Biodiversidad y recursos geneticos,4.57,7
Procesos de la ingeniería Ambiental,Patricia León,Springer,2021,123,Físico,Ambiental,1.5,7
El gran libro de Handbook de Arquitectura,Esteban Aguilar,Springer,2020,218,Físico,Arquitectura,2.49,4
El gran libro de Handbook de Hoteleria y turismo,Nicolas Sau,Oxford Press,2007,655,Digital,Hoteleria y turismo,2.82,8
Fundamentos de Informática,Sebastian Raschka,Springer,2007,555,Físico,Informática,1.21,4
Conocimientos de Filosofía,Nuria Alvarez,Alfaomega,2009,533,Físico,Filosofía,2.84,2
Aplicaciones modernas de Ciencias de la salud,Ricardo Gualán,Oxford Press,2004,774,Digital,Ciencias de la salud,0.13,6
Principios de Artes,Fernando Ortega,Pearson,2018,549,Digital,Artes,1.08,8
Conocimientos de Civil,Andrea Gómez,Reverté,2009,324,Digital,Civil,4.13,7
Sistematizacion de Arquitectura,Ricardo Gualán,Reverté,2014,191,Digital,Arquitectura,1.45,5
Pilares de la ingeniería Ciencias de la salud,Julia Herrera,McGraw-Hill,2009,204,Digital,Ciencias de la salud,0.5,1
